CLNDN	Count
not_specified|not_provided|Familial_hemophagocytic_lymphohistiocytosis_3	2
not_specified|Familial_hemophagocytic_lymphohistiocytosis_3|Autoinflammatory_syndrome	1
not_provided|Hearing_loss,_autosomal_recessive_107	3
Mitchell_syndrome|not_provided|Acyl-CoA_oxidase_deficiency	4
Mitchell_syndrome|not_specified|not_provided|Acyl-CoA_oxidase_deficiency	1
Spermatogenic_failure_35	2
QRICH2-related_disorder	14
not_specified|not_provided|Palmoplantar_keratoderma-esophageal_carcinoma_syndrome	1
not_provided|not_specified|Palmoplantar_keratoderma-esophageal_carcinoma_syndrome	1
Retinitis_pigmentosa_36	1
SRSF2-related_disorder	1
Amyotrophic_neuralgia|not_provided|not_specified	1
not_provided|Amyotrophic_neuralgia	1
Amyotrophic_neuralgia|not_provided	1
Hereditary_Neuralgic_Amyotrophy_(HNA)|not_provided	1
Amyotrophic_neuralgia	1
Epidermodysplasia_verruciformis	2
not_provided|not_specified|Epidermodysplasia_verruciformis	1
Epidermodysplasia_verruciformis|not_provided|Epidermodysplasia_verruciformis,_susceptibility_to,_2|not_specified	1
Epidermodysplasia_verruciformis|not_specified|not_provided	1
Epidermodysplasia_verruciformis,_susceptibility_to,_2|not_provided|Epidermodysplasia_verruciformis|not_specified	1
not_specified|not_provided|Epidermodysplasia_verruciformis,_susceptibility_to,_2	1
not_specified|DNAH17-related_disorder|not_provided	7
not_provided|not_specified|DNAH17-related_disorder	6
DNAH17-related_disorder|not_provided	2
DNAH17-related_disorder|not_specified|not_provided	4
not_specified|not_provided|DNAH17-related_disorder	1
not_provided|DNAH17-related_disorder|not_specified	2
DNAH17-related_disorder|not_specified	2
not_provided|DNAH17-related_disorder	3
not_specified|DNAH17-related_disorder	1
DNAH17-related_disorder	1
TIMP2-related_disorder	1
Desbuquois_dysplasia_1	1
Desbuquois_dysplasia_1|not_provided	2
not_specified|not_provided|Desbuquois_dysplasia_1	1
Primary_ciliary_dyskinesia	15
Primary_ciliary_dyskinesia_15|not_provided|not_specified	2
Primary_ciliary_dyskinesia_15|not_specified|not_provided|Primary_ciliary_dyskinesia	2
not_specified|not_provided|Primary_ciliary_dyskinesia_15|Primary_ciliary_dyskinesia	1
not_provided|Primary_ciliary_dyskinesia_15	2
Primary_ciliary_dyskinesia_15|Glycogen_storage_disease,_type_II|Primary_ciliary_dyskinesia|not_provided|not_specified	1
Primary_ciliary_dyskinesia|not_specified|Primary_ciliary_dyskinesia_15|Glycogen_storage_disease,_type_II|not_provided	1
Primary_ciliary_dyskinesia_15|Glycogen_storage_disease,_type_II|not_specified|not_provided|Primary_ciliary_dyskinesia	1
not_provided|Primary_ciliary_dyskinesia_15|Glycogen_storage_disease,_type_II|not_specified|Primary_ciliary_dyskinesia	1
Primary_ciliary_dyskinesia_15|Glycogen_storage_disease,_type_II|not_provided|Primary_ciliary_dyskinesia	1
Glycogen_storage_disease,_type_II|not_specified|not_provided|Primary_ciliary_dyskinesia|Cardiovascular_phenotype	1
not_provided|Glycogen_storage_disease,_type_II	5
not_specified|not_provided|Glycogen_storage_disease,_type_II	6
Cardiovascular_phenotype|not_specified|Glycogen_storage_disease,_type_II|not_provided	3
Glycogen_storage_disease,_type_II	4
not_specified|Glycogen_storage_disease,_type_II|not_provided|Cardiovascular_phenotype	1
Glycogen_storage_disease,_type_II|not_specified|not_provided	1
not_provided|not_specified|Glycogen_storage_disease,_type_II	2
Cardiovascular_phenotype|Glycogen_storage_disease,_type_II|not_provided|not_specified	1
Glycogen_storage_disease,_type_II|not_provided	1
Cardiovascular_phenotype|GAA-related_disorder|Glycogen_storage_disease,_type_II	1
not_specified|not_provided|Pityriasis_rubra_pilaris|Psoriasis_2	1
not_specified|Pityriasis_rubra_pilaris|Psoriasis_2|not_provided	1
not_specified|Pityriasis_rubra_pilaris|not_provided|Psoriasis_2	1
not_provided|Pityriasis_rubra_pilaris|not_specified|Psoriasis_2	4
not_provided|Pityriasis_rubra_pilaris|Psoriasis_2	1
CARD14-related_condition|Pityriasis_rubra_pilaris|Psoriasis_2|not_provided	1
Pityriasis_rubra_pilaris|not_specified|Psoriasis_2|not_provided	1
Pityriasis_rubra_pilaris|Autoinflammatory_syndrome|not_specified|Psoriasis_2|not_provided	1
Psoriasis_2|Pityriasis_rubra_pilaris	1
Mucopolysaccharidosis,_MPS-III-A|not_specified|not_provided	1
not_specified|Mucopolysaccharidosis,_MPS-III-A	1
not_specified|not_provided|Mucopolysaccharidosis,_MPS-III-A	2
not_provided|not_specified|Mucopolysaccharidosis,_MPS-III-A	1
RNF213-related_disorder|not_provided	3
Moyamoya_disease_2	1
Attention_deficit_hyperactivity_disorder	3
not_provided|Autosomal_dominant_nonsyndromic_hearing_loss_20|Baraitser-winter_syndrome_2	1
not_provided|not_specified|Baraitser-winter_syndrome_2|Autosomal_dominant_nonsyndromic_hearing_loss_20	1
Autosomal_dominant_nonsyndromic_hearing_loss_20|not_provided|Baraitser-winter_syndrome_2	1
Retinitis_pigmentosa_57|Retinitis_pigmentosa	1
Autosomal_recessive_cutis_laxa_type_2B|not_provided	1
Neurodevelopmental_disorder_with_spastic_quadriplegia_and_brain_abnormalities_with_or_without_seizures	1
Early-onset_progressive_diffuse_brain_atrophy-microcephaly-muscle_weakness-optic_atrophy_syndrome|not_provided	4
not_provided|Early-onset_progressive_diffuse_brain_atrophy-microcephaly-muscle_weakness-optic_atrophy_syndrome	3
Facioscapulohumeral_muscular_dystrophy_2	3
not_specified|not_provided|Facioscapulohumeral_muscular_dystrophy_2|Arrhinia_with_choanal_atresia_and_microphthalmia_syndrome	1
Arrhinia_with_choanal_atresia_and_microphthalmia_syndrome|not_provided|Facioscapulohumeral_muscular_dystrophy_2|not_specified	1
Arrhinia_with_choanal_atresia_and_microphthalmia_syndrome|not_provided	1
not_provided|Arrhinia_with_choanal_atresia_and_microphthalmia_syndrome	2
Arrhinia_with_choanal_atresia_and_microphthalmia_syndrome|not_specified|not_provided|Facioscapulohumeral_muscular_dystrophy_2	1
not_provided|Arrhinia_with_choanal_atresia_and_microphthalmia_syndrome|Facioscapulohumeral_muscular_dystrophy_2|not_specified	1
Arrhinia_with_choanal_atresia_and_microphthalmia_syndrome|Facioscapulohumeral_muscular_dystrophy_2|not_specified|not_provided	1
Arrhinia_with_choanal_atresia_and_microphthalmia_syndrome	1
Arrhinia_with_choanal_atresia_and_microphthalmia_syndrome|Facioscapulohumeral_muscular_dystrophy_2|not_provided|not_specified	1
Hypertrophic_cardiomyopathy	1
not_specified|not_provided|Hypertrophic_cardiomyopathy	1
MYOM1-related_disorder|not_specified|Cardiovascular_phenotype|not_provided|Hypertrophic_cardiomyopathy	1
Hypertrophic_cardiomyopathy|not_specified	2
Hypertrophic_cardiomyopathy|not_specified|not_provided	1
not_provided|Hypertrophic_cardiomyopathy|not_specified	1
not_provided|Holoprosencephaly_sequence|not_specified|Holoprosencephaly_4	1
not_provided|Holoprosencephaly_sequence	1
Ataxia_-_intellectual_disability_-_oculomotor_apraxia_-_cerebellar_cysts_syndrome|not_provided	4
not_provided|Ataxia_-_intellectual_disability_-_oculomotor_apraxia_-_cerebellar_cysts_syndrome	4
PTPRM-related_disorder	3
Mitochondrial_complex_1_deficiency,_nuclear_type_7|Mitochondrial_complex_I_deficiency,_nuclear_type_1|not_specified|not_provided|Parkinson_disease,_mitochondrial	1
Arthrogryposis,_distal,_with_impaired_proprioception_and_touch|not_provided|Arthrogryposis-_oculomotor_limitation-electroretinal_anomalies_syndrome|Gordon_syndrome|Marden-Walker_syndrome	2
Gordon_syndrome|Marden-Walker_syndrome|Arthrogryposis,_distal,_with_impaired_proprioception_and_touch|not_provided|Arthrogryposis-_oculomotor_limitation-electroretinal_anomalies_syndrome	1
Arthrogryposis,_distal,_with_impaired_proprioception_and_touch|Marden-Walker_syndrome|Gordon_syndrome|not_specified|not_provided|Arthrogryposis-_oculomotor_limitation-electroretinal_anomalies_syndrome	1
Arthrogryposis,_distal,_with_impaired_proprioception_and_touch|Gordon_syndrome|Marden-Walker_syndrome|not_specified|not_provided|Arthrogryposis-_oculomotor_limitation-electroretinal_anomalies_syndrome	1
Arthrogryposis,_distal,_with_impaired_proprioception_and_touch|Gordon_syndrome|Marden-Walker_syndrome|Arthrogryposis-_oculomotor_limitation-electroretinal_anomalies_syndrome|not_provided	2
not_specified|Arthrogryposis,_distal,_with_impaired_proprioception_and_touch|Marden-Walker_syndrome|Gordon_syndrome|not_provided|Arthrogryposis-_oculomotor_limitation-electroretinal_anomalies_syndrome	3
not_provided|Arthrogryposis-_oculomotor_limitation-electroretinal_anomalies_syndrome|Gordon_syndrome|Marden-Walker_syndrome|Arthrogryposis,_distal,_with_impaired_proprioception_and_touch	3
Arthrogryposis-_oculomotor_limitation-electroretinal_anomalies_syndrome|not_specified|Arthrogryposis,_distal,_with_impaired_proprioception_and_touch|Marden-Walker_syndrome|Gordon_syndrome|not_provided	1
Arthrogryposis-_oculomotor_limitation-electroretinal_anomalies_syndrome|Arthrogryposis,_distal,_with_impaired_proprioception_and_touch|Marden-Walker_syndrome|not_specified|Gordon_syndrome|not_provided	1
not_provided|Arthrogryposis,_distal,_with_impaired_proprioception_and_touch|Marden-Walker_syndrome|Gordon_syndrome|not_specified|Arthrogryposis-_oculomotor_limitation-electroretinal_anomalies_syndrome	1
Arthrogryposis-_oculomotor_limitation-electroretinal_anomalies_syndrome|not_specified|not_provided|Arthrogryposis,_distal,_with_impaired_proprioception_and_touch|Marden-Walker_syndrome|Gordon_syndrome	1
Arthrogryposis-_oculomotor_limitation-electroretinal_anomalies_syndrome|Gordon_syndrome|Marden-Walker_syndrome|Arthrogryposis,_distal,_with_impaired_proprioception_and_touch|not_provided	1
Arthrogryposis,_distal,_with_impaired_proprioception_and_touch|not_provided|Gordon_syndrome|Marden-Walker_syndrome|Arthrogryposis-_oculomotor_limitation-electroretinal_anomalies_syndrome	1
not_provided|Dystonia_25	1
not_provided|Dystonia_25|Dystonic_disorder	1
Facial_palsy,_congenital,_with_ptosis_and_velopharyngeal_dysfunction	3
TUBB6-related_disorder	1
Optic_atrophy_12|not_specified|not_provided|Spastic_ataxia_5|Spinocerebellar_ataxia_type_28	2
not_provided|Optic_atrophy_12|Spastic_ataxia_5|Spinocerebellar_ataxia_type_28	1
not_specified|Spinocerebellar_ataxia_type_28|Optic_atrophy_12|Spastic_ataxia_5|not_provided	1
Hearing_loss,_autosomal_dominant_80|Renal_hypodysplasia/aplasia_3|not_provided	1
Seckel_syndrome_2|Jawad_syndrome|not_provided	2
not_provided|Niemann-Pick_disease,_type_C1|not_specified	1
not_provided|not_specified|Niemann-Pick_disease,_type_C1	3
not_specified|not_provided|Niemann-Pick_disease,_type_C1	1
Niemann-Pick_disease,_type_C1	1
Niemann-Pick_disease,_type_C1|not_specified	1
Niemann-Pick_disease,_type_C1|not_provided	1
Junctional_epidermolysis_bullosa_gravis_of_Herlitz|not_provided|Laryngo-onycho-cutaneous_syndrome|Junctional_epidermolysis_bullosa,_non-Herlitz_type	4
not_provided|Junctional_epidermolysis_bullosa_gravis_of_Herlitz|Junctional_epidermolysis_bullosa,_non-Herlitz_type|Laryngo-onycho-cutaneous_syndrome	2
not_provided|Junctional_epidermolysis_bullosa_gravis_of_Herlitz|Laryngo-onycho-cutaneous_syndrome|Junctional_epidermolysis_bullosa,_non-Herlitz_type	2
Junctional_epidermolysis_bullosa,_non-Herlitz_type|Junctional_epidermolysis_bullosa_gravis_of_Herlitz|not_provided|Laryngo-onycho-cutaneous_syndrome	1
not_provided|Junctional_epidermolysis_bullosa,_non-Herlitz_type|Laryngo-onycho-cutaneous_syndrome|Junctional_epidermolysis_bullosa_gravis_of_Herlitz|not_specified	1
not_provided|not_specified|Laryngo-onycho-cutaneous_syndrome|Junctional_epidermolysis_bullosa_gravis_of_Herlitz|Junctional_epidermolysis_bullosa,_non-Herlitz_type	1
not_provided|DSC3-related_disorder	1
not_provided|Severe_dermatitis-multiple_allergies-metabolic_wasting_syndrome|not_specified|Palmoplantar_keratoderma_i,_striate,_focal,_or_diffuse	1
Hypotrichosis_6|not_provided	4
not_provided|Hypotrichosis_6	1
not_provided|Cardiomyopathy|Arrhythmogenic_right_ventricular_dysplasia_10|not_specified	1
Arrhythmogenic_right_ventricular_dysplasia_10	1
Arrhythmogenic_right_ventricular_dysplasia_10|Cardiovascular_phenotype|Cardiomyopathy|not_provided|Arrhythmogenic_right_ventricular_cardiomyopathy|not_specified	1
Tenorio_syndrome	1
not_provided|Severe_feeding_difficulties-failure_to_thrive-microcephaly_due_to_ASXL3_deficiency_syndrome	6
Severe_feeding_difficulties-failure_to_thrive-microcephaly_due_to_ASXL3_deficiency_syndrome|not_provided	1
not_provided|not_specified|Severe_feeding_difficulties-failure_to_thrive-microcephaly_due_to_ASXL3_deficiency_syndrome	1
MOCOS-related_disorder|not_provided	1
Xanthinuria_type_II|not_provided	5
Xanthinuria_type_II	2
Schinzel-Giedion_syndrome	1
SLC14A1-related_disorder	2
not_specified|Vici_syndrome|not_provided	1
Vici_syndrome	1
Vici_syndrome|not_specified|not_provided	1
not_provided|not_specified|Vici_syndrome	1
Vici_syndrome|not_provided	1
not_specified|Vici_syndrome	1
not_provided|not_specified|Autosomal_recessive_nonsyndromic_hearing_loss_77	1
not_specified|Autosomal_recessive_nonsyndromic_hearing_loss_77|not_provided	1
not_provided|Autosomal_recessive_nonsyndromic_hearing_loss_77	4
not_specified|not_provided|Autosomal_recessive_nonsyndromic_hearing_loss_77	1
KATNAL2-related_disorder|not_specified	1
KATNAL2-related_disorder	2
Colorectal_cancer,_susceptibility_to,_3	1
SMAD7-related_disorder	1
Congenital_microvillous_atrophy	7
not_provided|Congenital_microvillous_atrophy	2
Diarrhea_with_Microvillus_Atrophy	1
Diarrhea_with_Microvillus_Atrophy|not_provided	1
MYO5B-related_disorder|not_provided	2
not_specified|not_provided|Congenital_microvillous_atrophy	2
Congenital_microvillous_atrophy|not_specified|not_provided	1
Congenital_microvillous_atrophy|not_provided	2
not_provided|Congenital_microvillous_atrophy|not_specified	1
Diarrhea_with_Microvillus_Atrophy|not_specified|Congenital_microvillous_atrophy|not_provided	1
not_specified|Congenital_microvillous_atrophy|not_provided	1
Congenital_microvillous_atrophy|not_provided|not_specified	1
not_specified|not_provided|Heterotaxy,_visceral,_6,_autosomal	1
MBD1-related_disorder	2
Mirror_movements_1|Gaze_palsy,_familial_horizontal,_with_progressive_scoliosis,_2	1
not_provided|Gaze_palsy,_familial_horizontal,_with_progressive_scoliosis,_2|Mirror_movements_1	1
Bone_marrow_hypocellularity	1
Gaze_palsy,_familial_horizontal,_with_progressive_scoliosis,_2|not_provided|Mirror_movements_1	1
Mirror_movements_1|Gaze_palsy,_familial_horizontal,_with_progressive_scoliosis,_2|not_provided	1
Pitt-Hopkins_syndrome	10
Corneal_dystrophy,_Fuchs_endothelial,_3|not_specified|not_provided|Pitt-Hopkins_syndrome|Inborn_genetic_diseases	1
Corneal_dystrophy,_Fuchs_endothelial,_3|not_specified|Pitt-Hopkins_syndrome|not_provided	1
Corneal_dystrophy,_Fuchs_endothelial,_3|Pitt-Hopkins_syndrome|not_provided|not_specified	1
Protoporphyria,_erythropoietic,_1	2
not_provided|not_specified|Protoporphyria,_erythropoietic,_1	1
Protoporphyria,_erythropoietic,_1|Autosomal_erythropoietic_protoporphyria|Erythema|Jaundice|not_provided	1
Protoporphyria,_erythropoietic,_1|not_provided	1
Protoporphyria,_erythropoietic,_1|Jaundice|Erythema|not_provided	1
Progressive_familial_intrahepatic_cholestasis	1
Progressive_familial_intrahepatic_cholestasis_type_1	2
not_provided|Progressive_familial_intrahepatic_cholestasis_type_1|Cholestasis,_intrahepatic,_of_pregnancy,_1	2
Cholestasis,_intrahepatic,_of_pregnancy,_1|Progressive_familial_intrahepatic_cholestasis_type_1|not_provided	2
not_provided|Cholestasis,_intrahepatic,_of_pregnancy,_1|Progressive_familial_intrahepatic_cholestasis_type_1	1
not_provided|Cholestasis,_intrahepatic,_of_pregnancy,_1|Progressive_familial_intrahepatic_cholestasis_type_1|not_specified	1
not_specified|not_provided|Cholestasis,_intrahepatic,_of_pregnancy,_1|Progressive_familial_intrahepatic_cholestasis_type_1	2
not_provided|Progressive_familial_intrahepatic_cholestasis_type_1	1
not_provided|Periventricular_nodular_heterotopia_7	1
ALPK2-related_disorder	11
Combined_immunodeficiency_due_to_MALT1_deficiency|not_specified	1
LMAN1-related_disorder	1
not_provided|Factor_V_and_factor_VIII,_combined_deficiency_of,_type_1|not_specified	1
not_specified|Factor_V_and_factor_VIII,_combined_deficiency_of,_type_1|not_provided	1
Hennekam_lymphangiectasia-lymphedema_syndrome_1	4
Hennekam_lymphangiectasia-lymphedema_syndrome_1|not_provided|not_specified	1
not_specified|not_provided|Hennekam_lymphangiectasia-lymphedema_syndrome_1	1
not_provided|Hennekam_lymphangiectasia-lymphedema_syndrome_1|not_specified	1
Hennekam_lymphangiectasia-lymphedema_syndrome_1|not_specified|not_provided	3
Obesity	1
Multiple_congenital_anomalies-hypotonia-seizures_syndrome_1|Inborn_genetic_diseases|not_specified	1
Multiple_congenital_anomalies-hypotonia-seizures_syndrome_1|not_provided	4
not_provided|Multiple_congenital_anomalies-hypotonia-seizures_syndrome_1	1
Multiple_congenital_anomalies-hypotonia-seizures_syndrome_1|Inborn_genetic_diseases|not_specified|not_provided	1
Multiple_congenital_anomalies-hypotonia-seizures_syndrome_1|not_specified|Inborn_genetic_diseases|not_provided	1
Bone_Paget_disease|Increased_bone_mineral_density|Osteopetrosis|not_specified|not_provided	1
Bone_Paget_disease|not_specified|not_provided|Autosomal_recessive_osteopetrosis_7|Familial_expansile_osteolysis|Osteopetrosis	1
BCL2-related_disorder	1
Erythrokeratodermia_variabilis_et_progressiva_4|not_provided	1
Palmoplantar_keratoderma,_Nagashima_type|not_provided	1
Peeling_skin_syndrome_5|not_provided	1
not_specified|not_provided|Microcephalic_primordial_dwarfism_due_to_RTTN_deficiency	2
not_provided|Microcephalic_primordial_dwarfism_due_to_RTTN_deficiency	1
Microcephalic_primordial_dwarfism_due_to_RTTN_deficiency|not_provided	3
not_provided|TSHZ1-related_condition	1
TSHZ1-related_condition|not_specified|Aural_atresia,_congenital	1
not_specified|Aural_atresia,_congenital	2
not_specified|not_provided|Aural_atresia,_congenital	1
Aural_atresia,_congenital	1
CTDP1-related_disorder|not_provided	1
BSG-related_condition	2
not_specified|not_provided|Hypogonadotropic_hypogonadism_8_with_or_without_anosmia	1
not_specified|Hypogonadotropic_hypogonadism_8_with_or_without_anosmia|not_provided|Centra_precocious_puberty_1	1
Pulmonary_artery_atresia	2
ABCA7-related_disorder	1
Hereditary_cancer-predisposing_syndrome|not_provided|Peutz-Jeghers_syndrome|not_specified	1
Squamous_cell_lung_carcinoma|Hereditary_cancer-predisposing_syndrome|not_specified|not_provided|Peutz-Jeghers_syndrome	1
not_provided|Squamous_cell_lung_carcinoma|Hereditary_cancer-predisposing_syndrome|not_specified|Peutz-Jeghers_syndrome	1
Squamous_cell_lung_carcinoma|Hereditary_cancer-predisposing_syndrome|not_provided	1
Peutz-Jeghers_syndrome	1
Peutz-Jeghers_syndrome|not_provided	1
Mitochondrial_complex_I_deficiency,_nuclear_type_1|not_specified|not_provided|Leigh_syndrome	1
Cerebral_creatine_deficiency_syndrome	1
GAMT-related_disorder|Inborn_genetic_diseases|Cerebral_creatine_deficiency_syndrome|Deficiency_of_guanidinoacetate_methyltransferase|not_specified	1
Myeloproliferative_neoplasm,_unclassifiable|not_provided	1
Agammaglobulinemia_8,_autosomal_dominant|not_specified	1
ADAT3-related_disorder	1
ADAT3-related_disorder|not_provided	1
Lipodystrophy,_partial,_acquired,_susceptibility_to|Progressive_myoclonic_epilepsy_type_9|not_specified|not_provided	1
TLE6-related_disorder	1
Lethal_congenital_contracture_syndrome_3|not_provided	4
Cayman_type_cerebellar_ataxia	2
not_specified|not_provided|Spinocerebellar_ataxia_type_26	1
not_provided|EEF2-related_condition	2
Spinocerebellar_ataxia_type_26|not_specified|not_provided	1
not_provided|Spinocerebellar_ataxia_type_26	1
EEF2-related_condition|not_provided|not_specified	1
RASopathy	1
Acute_myeloid_leukemia|not_provided	1
Epilepsy,_progressive_myoclonic,_11	3
not_provided|SEMA6B-related_disorder|Epilepsy,_progressive_myoclonic,_11	1
Herpes_simplex_encephalitis,_susceptibility_to,_4|not_specified	1
Herpes_simplex_encephalitis,_susceptibility_to,_4|TICAM1-related_disorder	1
CODAS_syndrome|not_provided	1
Mitochondrial_complex_1_deficiency,_nuclear_type_14|not_provided	1
Perrault_syndrome_3|not_provided	1
Torsion_dystonia_4|Hypomyelinating_leukodystrophy_6	2
not_provided|Torsion_dystonia_4|Hypomyelinating_leukodystrophy_6	1
Hypomyelinating_leukodystrophy_6	1
Atypical_hemolytic-uremic_syndrome_with_C3_anomaly|not_provided|Age_related_macular_degeneration_9|not_specified|Complement_component_3_deficiency	1
not_provided|Complement_component_3_deficiency|Age_related_macular_degeneration_9	8
not_provided|Atypical_hemolytic-uremic_syndrome_with_C3_anomaly|not_specified|Complement_component_3_deficiency|Age_related_macular_degeneration_9	1
not_specified|not_provided|Complement_component_3_deficiency|Age_related_macular_degeneration_9	1
not_specified|Atypical_hemolytic-uremic_syndrome_with_C3_anomaly|Age_related_macular_degeneration_9|not_provided|Complement_component_3_deficiency	1
Complement_component_3_deficiency|not_provided|Age_related_macular_degeneration_9	5
not_specified|not_provided|Atypical_hemolytic-uremic_syndrome_with_C3_anomaly|Complement_component_3_deficiency|Age_related_macular_degeneration_9	1
not_specified|not_provided|Complement_component_3_deficiency|Age_related_macular_degeneration_9|Atypical_hemolytic-uremic_syndrome_with_C3_anomaly	1
Age_related_macular_degeneration_9|not_provided|Complement_component_3_deficiency|Atypical_hemolytic-uremic_syndrome_with_C3_anomaly	1
Rabson-Mendenhall_syndrome|Insulin-resistant_diabetes_mellitus_AND_acanthosis_nigricans|Leprechaunism_syndrome	2
Insulin-resistant_diabetes_mellitus_AND_acanthosis_nigricans|not_provided|Rabson-Mendenhall_syndrome|Leprechaunism_syndrome	1
not_provided|Rabson-Mendenhall_syndrome|Insulin-resistant_diabetes_mellitus_AND_acanthosis_nigricans|Leprechaunism_syndrome	1
not_specified|Insulin-resistant_diabetes_mellitus_AND_acanthosis_nigricans|Leprechaunism_syndrome|not_provided|Rabson-Mendenhall_syndrome	1
not_provided|ARHGEF18-related_disorder	4
ARHGEF18-related_disorder|not_provided	1
not_provided|Mucolipidosis_type_IV|not_specified	1
Mucolipidosis_type_IV|not_provided	1
Hereditary_spastic_paraplegia_39|Trichomegaly-retina_pigmentary_degeneration-dwarfism_syndrome|Laurence-Moon_syndrome|Ataxia-hypogonadism-choroidal_dystrophy_syndrome|not_specified|not_provided	1
Trichomegaly-retina_pigmentary_degeneration-dwarfism_syndrome|Laurence-Moon_syndrome|Hereditary_spastic_paraplegia_39|not_provided|Ataxia-hypogonadism-choroidal_dystrophy_syndrome	2
Laurence-Moon_syndrome|Hereditary_spastic_paraplegia_39|not_provided|Ataxia-hypogonadism-choroidal_dystrophy_syndrome|Trichomegaly-retina_pigmentary_degeneration-dwarfism_syndrome	1
Trichomegaly-retina_pigmentary_degeneration-dwarfism_syndrome|Ataxia-hypogonadism-choroidal_dystrophy_syndrome|Laurence-Moon_syndrome|Hereditary_spastic_paraplegia_39|not_provided	1
not_specified|Familial_hemophagocytic_lymphohistiocytosis|not_provided|Familial_hemophagocytic_lymphohistiocytosis_5	1
not_provided|Familial_hemophagocytic_lymphohistiocytosis_5|not_specified	1
not_specified|not_provided|Familial_hemophagocytic_lymphohistiocytosis_5	2
Familial_hemophagocytic_lymphohistiocytosis_5	2
not_provided|not_specified|Familial_hemophagocytic_lymphohistiocytosis_5	1
Diabetes_mellitus_type_2,_susceptibility_to|HYPERTENSION,_INSULIN_RESISTANCE-RELATED,_SUSCEPTIBILITY_TO	1
FBN3-related_condition|not_provided	2
not_provided|FBN3-related_condition	1
not_provided|Diamond-Blackfan_anemia_15_with_mandibulofacial_dysostosis	1
Weill-Marchesani_syndrome	1
not_provided|Weill-Marchesani_syndrome_1	2
Weill-Marchesani_syndrome_1	1
MUC16-related_disorder	61
not_provided|MUC16-related_disorder	2
Abnormality_of_neuronal_migration	1
Cataplexy_and_narcolepsy	2
Hereditary_sensory_neuropathy-deafness-dementia_syndrome|not_provided|Autosomal_dominant_cerebellar_ataxia,_deafness_and_narcolepsy	1
Hereditary_sensory_neuropathy-deafness-dementia_syndrome	2
not_provided|Hereditary_sensory_neuropathy-deafness-dementia_syndrome|Autosomal_dominant_cerebellar_ataxia,_deafness_and_narcolepsy|not_specified	1
not_provided|Hereditary_sensory_neuropathy-deafness-dementia_syndrome|not_specified|Dementia,_Deafness,_and_Sensory_Neuropathy	1
not_specified|Hereditary_sensory_neuropathy-deafness-dementia_syndrome	1
not_specified|Hereditary_sensory_neuropathy-deafness-dementia_syndrome|not_provided	1
not_specified|not_provided|Autosomal_recessive_nonsyndromic_hearing_loss_68	1
Immunodeficiency_35|not_provided|not_specified	1
not_specified|not_provided|Immunodeficiency_35	2
not_specified|Immunodeficiency_35	1
Autosomal_dominant_centronuclear_myopathy|Charcot-Marie-Tooth_disease_dominant_intermediate_B|not_specified|not_provided|Fetal_akinesia-cerebral_and_retinal_hemorrhage_syndrome	1
Charcot-Marie-Tooth_disease_dominant_intermediate_B	1
Hereditary_cancer-predisposing_syndrome|not_provided|Rhabdoid_tumor_predisposition_syndrome_2	1
Hereditary_cancer-predisposing_syndrome|Rhabdoid_tumor_predisposition_syndrome_2	1
not_provided|not_specified|Hereditary_cancer-predisposing_syndrome	1
not_specified|Hereditary_cancer-predisposing_syndrome|not_provided	1
not_provided|Cardiovascular_phenotype|Familial_hypercholesterolemia|Hypercholesterolemia,_familial,_1|not_specified	1
not_provided|Hypercholesterolemia,_familial,_1|Cardiovascular_phenotype|Familial_hypercholesterolemia|not_specified	1
Cardiovascular_phenotype|not_provided	2
not_provided|Hypercholesterolemia,_familial,_1	1
Familial_hypercholesterolemia|Hypercholesterolemia,_familial,_1	1
SPC24-related_disorder	1
not_provided|not_specified|Adams-Oliver_syndrome_2	1
Adams-Oliver_syndrome_2|not_specified|not_provided	1
not_provided|Adams-Oliver_syndrome_2|not_specified	1
not_specified|not_provided|Adams-Oliver_syndrome_2	1
not_specified|not_provided|Spondyloenchondrodysplasia_with_immune_dysregulation	1
Spondyloenchondrodysplasia_with_immune_dysregulation|not_specified|not_provided	2
Congenital_dyserythropoietic_anemia_type_4|not_specified|not_provided	1
not_provided|Glutaric_aciduria,_type_1	2
Glutaric_aciduria,_type_1|not_specified|not_provided	1
not_specified|not_provided|Elevated_circulating_glutaric_acid_concentration|Glutaric_aciduria,_type_1	1
not_specified|not_provided|Glutaric_aciduria,_type_1|Elevated_circulating_glutaric_acid_concentration	1
Glutaric_aciduria,_type_1|not_specified|not_provided|Elevated_circulating_glutaric_acid_concentration	1
FARSA-related_condition	1
Neurodevelopmental_disorder_with_epilepsy,_cataracts,_feeding_difficulties,_and_delayed_brain_myelination	1
Developmental_and_epileptic_encephalopathy,_42|CACNA1A-related_disorder|not_provided	1
not_provided|Developmental_and_epileptic_encephalopathy,_1|Tip-toe_gait	1
Episodic_ataxia_type_2|Migraine,_familial_hemiplegic,_1|Developmental_and_epileptic_encephalopathy,_42|not_provided|Spinocerebellar_ataxia_type_6	1
Spinocerebellar_ataxia_type_6|Episodic_ataxia_type_2|Migraine,_familial_hemiplegic,_1|Developmental_and_epileptic_encephalopathy,_42|not_provided	1
Episodic_ataxia_type_2|Spinocerebellar_ataxia_type_6|Migraine,_familial_hemiplegic,_1|Developmental_and_epileptic_encephalopathy,_42|not_provided	1
